,Unnamed: 0.1,Unnamed: 0,DOI,rxn_type,temperature_degC,time_h,atmosphere,scale_mol,concentration_moll,stmat_1_smiles,SMILES,stmat_1_eq,reagent_1_smiles,reagent_1_eq,reagent_2_smiles,reagent_2_eq,reagent_3_smiles,reagent_3_eq,reagent_4_smiles,reagent_4_eq,catalyst_1_smiles,catalyst_1_eq,catalyst_2_smiles,catalyst_2_eq,ligand_1_smiles,ligand_1_eq,ligand_2_smiles,ligand_2_eq,additive_1_smiles,additive_1_eq,solvent_1_smiles,solvent_1_fraction,solvent_2_smiles,solvent_2_fraction,product_1_smiles,product_1_yield,product_1_yieldtype,product_2_smiles,product_2_yield,product_2_yieldtype,rxn_combo,rxn_ID,Reactant_SMILES,Product_SMILES,Yield (%),Selectivity (%)
86,86,28,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,O=C(c1ccccc1Br)N1CCOCC1,O=C(c1ccccc1Br)N1CCOCC1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CC1(C)OB(c2ccc(C(=O)N3CCOCC3)c(Br)c2)OC1(C)C,0.03,1H-NMR,CC1(C)OB(c2ccc(C(=O)N3CCOCC3)c(Br)c2)OC1(C)C,0.03,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",28,O=C(c1ccccc1Br)N1CCOCC1,Bc1ccc(C(=O)N2CCOCC2)c(Br)c1,3,
87,87,29,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,O=C(c1ccccc1)N1CCCCCC1,O=C(c1ccccc1)N1CCCCCC1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CC1(C)OB(c2ccc(C(=O)N3CCCCCC3)cc2)OC1(C)C,0.14,1H-NMR,CC1(C)OB(c2ccc(C(=O)N3CCCCCC3)cc2)OC1(C)C,0.14,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",29,O=C(c1ccccc1)N1CCCCCC1,Bc1ccc(C(=O)N2CCCCCC2)cc1,14,
88,88,30,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1cccc(F)c1,CCCCCCN(CCCCCC)C(=O)c1cccc(F)c1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,0.5,1H-NMR,CCCCCCN(CCCCCC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)c(F)c1,0.5,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",30,CCCCCCN(CCCCCC)C(=O)c1cccc(F)c1,Bc1ccc(C(=O)N(CCCCCC)CCCCCC)cc1F,50,
89,89,38,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCCCCCN(CCCCCC)C(=O)c1cccn1C,CCCCCCN(CCCCCC)C(=O)c1cccn1C,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCCCCCN(CCCCCC)C(=O)c1cc(B2OC(C)(C)C(C)(C)O2)cn1C,0.29,1H-NMR,CCCCCCN(CCCCCC)C(=O)c1cc(B2OC(C)(C)C(C)(C)O2)cn1C,0.29,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",38,CCCCCCN(CCCCCC)C(=O)c1cccn1C,Bc1cc(C(=O)N(CCCCCC)CCCCCC)n(C)c1,29,
90,90,40,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CN(C)C(=O)c1ccccn1,CN(C)C(=O)c1ccccn1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CN(C)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cn1,0.3,1H-NMR,CN(C)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cn1,0.3,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",40,CN(C)C(=O)c1ccccn1,Bc1ccc(C(=O)N(C)C)nc1,30,
91,91,41,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCOC(=O)c1ccccn1,CCOC(=O)c1ccccn1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCOC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cn1,0.4,1H-NMR,CCOC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cn1,0.4,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",41,CCOC(=O)c1ccccn1,Bc1ccc(C(=O)OCC)nc1,40,
92,92,42,10.1038/nchem.2322,borylation,25,16,ar,0.00025,0.166667,CCOC(=O)Cc1ccccn1,CCOC(=O)Cc1ccccn1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCOC(=O)Cc1ccc(B2OC(C)(C)C(C)(C)O2)cn1,0.6,1H-NMR,CCOC(=O)Cc1ccc(B2OC(C)(C)C(C)(C)O2)cn1,0.6,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",42,CCOC(=O)Cc1ccccn1,Bc1ccc(CC(=O)OCC)nc1,60,
93,93,43,10.1038/nchem.2322,borylation,40,6,ar,0.00025,0.166667,CCOP(=O)(OCC)c1ccccc1,CCOP(=O)(OCC)c1ccccc1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCOP(=O)(OCC)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,0.24,1H-NMR,CCOP(=O)(OCC)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,0.24,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",43,CCOP(=O)(OCC)c1ccccc1,Bc1ccc(P(=O)(OCC)OCC)cc1,24,
94,94,44,10.1038/nchem.2322,borylation,40,16,ar,0.00025,0.166667,CCOP(=O)(OCC)c1ccccc1C,CCOP(=O)(OCC)c1ccccc1C,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCOP(=O)(OCC)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1C,0.62,1H-NMR,CCOP(=O)(OCC)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1C,0.62,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",44,CCOP(=O)(OCC)c1ccccc1C,Bc1ccc(P(=O)(OCC)OCC)c(C)c1,62,
95,95,45,10.1038/nchem.2322,borylation,40,16,ar,0.00025,0.166667,CCOP(=O)(OCC)c1ccccc1Br,CCOP(=O)(OCC)c1ccccc1Br,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.5,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,C=1C=C(C=CC1C)C,1,,,CCOP(=O)(OCC)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1Br,0.75,1H-NMR,CCOP(=O)(OCC)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1Br,0.75,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",45,CCOP(=O)(OCC)c1ccccc1Br,Bc1ccc(P(=O)(OCC)OCC)c(Br)c1,75,
96,96,58,10.1039/c2sc20776a,borylation,100,1.5,n2,0.001,0.416666667,Cc1ccc2ccc(Br)cc2n1,Cc1ccc2ccc(Br)cc2n1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,O(C)C(C)(C)C,1,,,Cc1ccc2c(B3OC(C)(C)C(C)(C)O3)cc(Br)cc2n1,0.28,GCMS,Cc1ccc2c(B3OC(C)(C)C(C)(C)O3)cc(Br)cc2n1,0.28,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",58,Cc1ccc2ccc(Br)cc2n1,Bc1cc(Br)cc2nc(C)ccc12,28,
97,97,59,10.1039/c2sc20776a,borylation,100,1.5,n2,0.001,0.416666667,Cc1ccc2ccc(C(F)(F)F)cc2n1,Cc1ccc2ccc(C(F)(F)F)cc2n1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,O(C)C(C)(C)C,1,,,Cc1ccc2c(B3OC(C)(C)C(C)(C)O3)cc(C(F)(F)F)cc2n1,0.38,GCMS,Cc1ccc2c(B3OC(C)(C)C(C)(C)O3)cc(C(F)(F)F)cc2n1,0.38,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",59,Cc1ccc2ccc(C(F)(F)F)cc2n1,Bc1cc(C(F)(F)F)cc2nc(C)ccc12,38,
98,98,63,10.1039/c2sc20776a,borylation,100,1.5,n2,0.001,0.416666667,Cc1ccc2ccc(Cl)cc2n1,Cc1ccc2ccc(Cl)cc2n1,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,O(C)C(C)(C)C,1,,,Cc1ccc2c(B3OC(C)(C)C(C)(C)O3)cc(Cl)cc2n1,0.11,GCMS,Cc1ccc2c(B3OC(C)(C)C(C)(C)O3)cc(Cl)cc2n1,0.11,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",63,Cc1ccc2ccc(Cl)cc2n1,Bc1cc(Cl)cc2nc(C)ccc12,11,
99,99,64,10.1039/c2sc20776a,borylation,25,16,n2,0.0002,0.4,COC(=O)c1ccccc1C,COC(=O)c1ccccc1C,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.2,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,O(C)C(C)(C)C,1,,,COC(=O)c1cc(B2OC(C)(C)C(C)(C)O2)ccc1C,0.27,GCMS/1H-NMR,COC(=O)c1cc(B2OC(C)(C)C(C)(C)O2)ccc1C,0.27,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",64,COC(=O)c1ccccc1C,Bc1ccc(C)c(C(=O)OC)c1,27,
100,100,65,10.1039/c2sc20776a,borylation,25,16,n2,0.0002,0.4,O=C1CCCc2ccccc21,O=C1CCCc2ccccc21,1,O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C,1.2,,,,,,,[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92,0.015,,,N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C,0.03,,,,,O(C)C(C)(C)C,1,,,CC1(C)OB(c2ccc3c(c2)C(=O)CCC3)OC1(C)C,0.2,GCMS/1H-NMR,CC1(C)OB(c2ccc3c(c2)C(=O)CCC3)OC1(C)C,0.2,,"('N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C', 'O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C', '[O-]1(C)[Ir+]234([O-](C)[Ir+]1567[CH]=8CC[CH]7=[CH]6CC[CH]85)[CH]=9CC[CH]4=[CH]3CC[CH]92')",65,O=C1CCCc2ccccc21,Bc1ccc2c(c1)C(=O)CCC2,20,
101,,,,,,,,,,O=C1OC2=C(C(O)=C1C(CC(C)=O)C3=CC=CC=C3)C=CC=C2,O=C1OC2=C(C(O)=C1C(CC(C)=O)C3=CC=CC=C3)C=CC=C2,,,,,,,,,,,,,,,,,,,,,,,,O=C1OC2=C(C(O)=C1C(CC(C)=O)C3=CC=CC=C3)C=CC(B4OC(C)(C)C(C)(C)O4)=C2,1,,,,,,78,O=C1OC2=C(C(O)=C1C(CC(C)=O)C3=CC=CC=C3)C=CC=C2,Bc1ccc2c(O)c(C(CC(C)=O)c3ccccc3)c(=O)oc2c1,100,
102,,,,,,,,,,CC1=CC=C(N1C2=NN(C)C=C2)C,CC1=CC=C(N1C2=NN(C)C=C2)C,,,,,,,,,,,,,,,,,,,,,,,,CC1=CC=C(N1C2=NN(C)C(B3OC(C)(C)C(C)(C)O3)=C2)C,1,,,,,,79,CC1=CC=C(N1C2=NN(C)C=C2)C,Bc1cc(-n2c(C)ccc2C)nn1C,100,
103,,,,,,,,,,BrC1=CN=C(C=C1)N2CCOCC2,BrC1=CN=C(C=C1)N2CCOCC2,,,,,,,,,,,,,,,,,,,,,,,,BrC1=CN=C(C=C1B2OC(C)(C)C(C)(C)O2)N3CCOCC3,1,,,,,,80,BrC1=CN=C(C=C1)N2CCOCC2,Bc1cc(N2CCOCC2)ncc1Br,100,
104,,,,,,,,,,FC(F)(C1=NN(C)C2=C1C=CC(Br)=C2)F,FC(F)(C1=NN(C)C2=C1C=CC(Br)=C2)F,,,,,,,,,,,,,,,,,,,,,,,,FC(F)(C1=NN(CB2OC(C)(C)C(C)(C)O2)C3=C1C=CC(Br)=C3)F,1,,,,,,81,FC(F)(C1=NN(C)C2=C1C=CC(Br)=C2)F,BCn1nc(C(F)(F)F)c2ccc(Br)cc21,100,
