,Buried_Volume_C,Buried_Volume_H_max,Local_Electrophilicity_C,Local_Electrophilicity_H_max,Local_Nucleophilicity_C,Local_Nucleophilicity_H_max,Pyramidalization_H_max,Radical_H_max,charge_C,charge_H_max,dual_C,dual_H_max,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
92,0.07283125409637105,-0.012674462716718501,0.10711762325481045,0.0892721790742073,0.2471922635766367,0.08371421982215115,0.07243061229257179,0.08936871656874056,-0.03909893371415526,-0.2216734269775949,-0.1436096165279674,0.002525926260857323,CCOC(=O)c1ccc2c(ccn2C)c1,7,0.0,11,10.1021/jacs.7b04490
93,-0.04323011847799054,-0.1413707886895087,0.07383204138913252,0.010380173464109145,0.44857110432904124,0.19918982625442155,0.07243061229257179,0.09925075041296139,-0.13759373973493116,-0.13699630543348995,-0.39017388491923655,-0.15148002511750436,CCOC(=O)c1ccc2c(ccn2C)c1,10,0.0,11,10.1021/jacs.7b04490
94,-0.027720803657363218,-0.11037816910108322,0.10610641570446072,0.08098289939642839,0.1207134143128696,0.17739642205709258,0.07243009786837455,0.12786975861973618,0.1415667436231354,-0.17456493095356673,-0.011659558142985792,-0.07337419966453389,CCOC(=O)c1ccc2c(ccn2C)c1,11,100.0,11,10.1021/jacs.7b04490
95,-0.30024162121981585,-0.15493311985221625,-0.3874471361620599,-0.19446932486365004,-0.34647528259750576,0.009546871770910985,-0.0812258377380622,-0.12336923502824003,-0.039607731678963407,0.16552222037955322,-0.03995381845018062,-0.11679840781840348,CCOC(=O)c1ccc2c(ccn2C)c1,13,0.0,11,10.1021/jacs.7b04490
96,0.15756011803906053,0.07119230244058614,0.37028438823332227,0.09413606226908629,0.2219135164492216,0.03274665372784753,0.07243009786837455,0.068617442673863,0.06465345127630477,0.13435454022986956,0.15981264162347428,0.0441374504393345,CCOC(=O)c1ccc2c(ccn2C)c1,14,0.0,11,10.1021/jacs.7b04490
97,-0.41316420389000297,-0.2367179575448956,-0.27941646286636596,-0.1966270549316185,-0.16569393950447656,-0.16100641250273304,-0.07962494963612803,-0.1952956831799706,-0.3222026012994849,0.16106617764093334,-0.10399765209789462,-0.0953269255081137,CCOC(=O)c1cccnc1C(=O)OCC,0,0.0,7,10.1021/jacs.7b04490
98,-0.10015299656369803,-0.0005618172425691602,-0.3156514000872305,-0.22397628354311924,-0.15786348584884632,-0.10958095597506884,-0.1032987511949362,-0.18301045038876973,0.5295675916197434,0.12237738668103773,-0.14387908567375018,-0.1438041907615285,CCOC(=O)c1cccnc1C(=O)OCC,1,0.0,7,10.1021/jacs.7b04490
99,0.07960734759538327,0.029526079265625574,0.17562693479100325,0.21579607593471006,0.031088765406579684,0.19730375375510287,0.07094186866564459,0.1690631812337385,0.15742428019298912,0.17853337279591003,0.10520022807815856,-0.03641469630786025,CCOC(=O)c1cccnc1C(=O)OCC,6,0.0,7,10.1021/jacs.7b04490
100,-0.07029756553399026,-0.18026110857830221,0.10610641570446072,0.2949488072613545,0.13569341261059703,0.19738006882732972,0.07077622407412047,0.2056895286704926,0.02645120408529355,0.07016044387102267,-0.060253827432485474,0.022401284185735202,CCOC(=O)c1cccnc1C(=O)OCC,7,100.0,7,10.1021/jacs.7b04490
101,-0.08196647858950991,-0.19932841358919093,0.4038227719865876,0.39938294255102974,-0.021341228635466447,0.20998295789792104,0.0716852116307136,0.26008558782309077,0.45142470419129316,0.1413709611166467,0.3599383938915062,0.09134744105508559,CCOC(=O)c1cccnc1C(=O)OCC,8,0.0,7,10.1021/jacs.7b04490
102,-0.073307111147993,0.03685327183540101,-0.2635742112442205,-0.22051492489241978,-0.16994962083905824,0.04687584424297425,-0.10284245693194913,-0.10556960797280689,0.49191654222394104,0.1910521447991598,-0.08558392713606941,-0.19030835752845424,CCOC(=O)c1cccnc1C(=O)OCC,14,0.0,7,10.1021/jacs.7b04490
103,-0.27446661706553516,0.06987885740410987,-0.2440241986041261,-0.2389185642638011,-0.16492791686425187,-0.0557897322083749,-0.07847263943422166,-0.1638446894921073,-0.32538258857953584,0.3253489024741395,-0.07327816947865452,-0.19954021264206784,CCOC(=O)c1cccnc1C(=O)OCC,15,0.0,7,10.1021/jacs.7b04490
104,-0.3352483603863749,-0.08946310024633486,-0.2785737899077412,-0.18217026347622958,-0.15182041835374033,-0.15515195624762262,-0.07919437658300499,-0.17936077895891617,-0.30553946795201836,0.1318187811023676,-0.12196226181674848,-0.07830694588075661,CCOC(=O)c1cccc2cc[nH]c12,0,0.0,11,10.1021/jacs.7b04490
