,Buried_Volume_C,Buried_Volume_H_max,Buried_Volume_H_mean,Buried_Volume_H_min,Local_Electrophilicity_C,Local_Electrophilicity_H_max,Local_Electrophilicity_H_mean,Local_Electrophilicity_H_min,Local_Nucleophilicity_C,Local_Nucleophilicity_H_max,Local_Nucleophilicity_H_mean,Local_Nucleophilicity_H_min,Nucleophilicity_C,Nucleophilicity_H_max,Nucleophilicity_H_mean,Nucleophilicity_H_min,Pyramidalization_C,Pyramidalization_H_max,Pyramidalization_H_mean,Pyramidalization_H_min,Radical_C,Radical_H_max,Radical_H_mean,Radical_H_min,charge_C,charge_H_max,charge_H_mean,charge_H_min,dual_C,dual_H_max,dual_H_mean,dual_H_min,electrophilicity_C,electrophilicity_H_max,electrophilicity_H_mean,electrophilicity_H_min,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
1170,0.48478,0.399768,0.399768,0.399768,0.03074,0.056177,0.056177,0.056177,0.02662,0.052998,0.052998,0.052998,0.02662,0.052998,0.052998,0.052998,0.00034,1.999857,1.999857,1.999857,0.02845,0.054176,0.054176,0.054176,-0.0341,0.029237,0.029237,0.029237,0.00365,0.002357,0.002357,0.002357,0.03027,0.055354,0.055354,0.055354,CC1c2ccccc2-c2ccccc21,6,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1171,0.41903,0.477765,0.424057,0.380422,-0.01294,0.027972,0.015041,0.002409,-0.01404,0.032686,0.020754,0.008381,-0.01404,0.032686,0.020754,0.008381,0.8007,1.696706,1.695409,1.694436,-0.01334,0.030011,0.017747,0.005403,-0.10924,0.041341,0.036904,0.033136,0.00141,-0.00535,-0.006015,-0.006739,-0.01263,0.027336,0.014739,0.002425,CC(C)(C)C1c2ccccc2-c2ccccc21,0,0.0,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1172,0.73309,0.561982,0.561982,0.561982,-0.00461,0.044619,0.044619,0.044619,-0.00047,0.043907,0.043907,0.043907,-0.00047,0.043907,0.043907,0.043907,0.79618,1.629333,1.629333,1.629333,-0.00246,0.043704,0.043704,0.043704,-0.03098,0.043033,0.043033,0.043033,-0.00397,-0.000406,-0.000406,-0.000406,-0.00444,0.0435,0.0435,0.0435,CC(C)(C)C1c2ccccc2-c2ccccc21,4,100.0,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1173,0.54234,0.453137,0.453137,0.453137,0.0202,0.059306,0.059306,0.059306,0.01721,0.050938,0.050938,0.050938,0.01721,0.050938,0.050938,0.050938,0.01908,1.992048,1.992048,1.992048,0.01843,0.054331,0.054331,0.054331,-0.03841,0.030109,0.030109,0.030109,0.00245,0.006786,0.006786,0.006786,0.01966,0.057724,0.057724,0.057724,CC(C)(C)C1c2ccccc2-c2ccccc21,6,0.0,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1174,0.43469,0.331439,0.331439,0.331439,0.05368,0.070067,0.070067,0.070067,0.04547,0.061619,0.061619,0.061619,0.04547,0.061619,0.061619,0.061619,0.00434,1.998173,1.998173,1.998173,0.04886,0.064918,0.064918,0.064918,-0.0349,0.026443,0.026443,0.026443,0.00677,0.006598,0.006598,0.006598,0.05224,0.068216,0.068216,0.068216,CC(C)(C)C1c2ccccc2-c2ccccc21,7,0.0,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1175,0.42317,0.32947,0.32947,0.32947,0.02094,0.062614,0.062614,0.062614,0.02647,0.057598,0.057598,0.057598,0.02647,0.057598,0.057598,0.057598,0.019,1.992023,1.992023,1.992023,0.02348,0.059295,0.059295,0.059295,-0.03415,0.02652,0.02652,0.02652,-0.00598,0.003395,0.003395,0.003395,0.02049,0.060993,0.060993,0.060993,CC(C)(C)C1c2ccccc2-c2ccccc21,8,0.0,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1176,0.49723,0.402995,0.402995,0.402995,0.02924,0.055206,0.055206,0.055206,0.02407,0.049185,0.049185,0.049185,0.02407,0.049185,0.049185,0.049185,0.0098,1.995923,1.995923,1.995923,0.02626,0.051471,0.051471,0.051471,-0.03509,0.028115,0.028115,0.028115,0.00438,0.004572,0.004572,0.004572,0.02845,0.053757,0.053757,0.053757,CC(C)(C)C1c2ccccc2-c2ccccc21,9,0.0,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1177,0.41858,0.328585,0.328585,0.328585,0.01971,0.044477,0.044477,0.044477,0.03268,0.046509,0.046509,0.046509,0.03268,0.046509,0.046509,0.046509,0.0,2.0,2.0,2.0,0.02574,0.043955,0.043955,0.043955,-0.03234,0.029595,0.029595,0.029595,-0.01386,-0.005108,-0.005108,-0.005108,0.01881,0.041402,0.041402,0.041402,c1ccc(C2c3ccccc3-c3ccccc32)cc1,0,0.0,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1178,0.42356,0.328789,0.328789,0.328789,0.02151,0.044407,0.044407,0.044407,0.01985,0.043352,0.043352,0.043352,0.01985,0.043352,0.043352,0.043352,0.0,2.0,2.0,2.0,0.01988,0.042285,0.042285,0.042285,-0.03016,0.029942,0.029942,0.029942,7e-05,-0.002134,-0.002134,-0.002134,0.01992,0.041218,0.041218,0.041218,c1ccc(C2c3ccccc3-c3ccccc32)cc1,1,0.0,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1179,0.51332,0.404608,0.404608,0.404608,0.01574,0.033757,0.033757,0.033757,0.01056,0.033546,0.033546,0.033546,0.01056,0.033546,0.033546,0.033546,0.0,2.0,2.0,2.0,0.01249,0.032451,0.032451,0.032451,-0.0376,0.027309,0.027309,0.027309,0.00387,-0.00219,-0.00219,-0.00219,0.01443,0.031356,0.031356,0.031356,c1ccc(C2c3ccccc3-c3ccccc32)cc1,2,0.0,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1180,0.68494,0.52913,0.52913,0.52913,-0.00417,0.041746,0.041746,0.041746,-0.00184,0.037461,0.037461,0.037461,-0.00184,0.037461,0.037461,0.037461,0.73319,1.63763,1.63763,1.63763,-0.00281,0.038042,0.038042,0.038042,-0.02808,0.050751,0.050751,0.050751,-0.00194,0.001162,0.001162,0.001162,-0.00378,0.038623,0.038623,0.038623,c1ccc(C2c3ccccc3-c3ccccc32)cc1,4,100.0,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1181,0.51558,0.435013,0.435013,0.435013,0.01824,0.048244,0.048244,0.048244,0.01184,0.040008,0.040008,0.040008,0.01184,0.040008,0.040008,0.040008,0.00261,1.998918,1.998918,1.998918,0.01427,0.042258,0.042258,0.042258,-0.03551,0.027415,0.027415,0.027415,0.00486,0.0045,0.0045,0.0045,0.0167,0.044509,0.044509,0.044509,c1ccc(C2c3ccccc3-c3ccccc32)cc1,6,0.0,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1182,0.42751,0.32968,0.32968,0.32968,0.04508,0.061761,0.061761,0.061761,0.03874,0.053352,0.053352,0.053352,0.03874,0.053352,0.053352,0.053352,0.00084,1.999645,1.999645,1.999645,0.04019,0.055206,0.055206,0.055206,-0.0322,0.029495,0.029495,0.029495,0.00291,0.003709,0.003709,0.003709,0.04165,0.05706,0.05706,0.05706,c1ccc(C2c3ccccc3-c3ccccc32)cc1,7,0.0,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1183,0.42206,0.329703,0.329703,0.329703,0.01795,0.056555,0.056555,0.056555,0.02272,0.050935,0.050935,0.050935,0.02272,0.050935,0.050935,0.050935,0.00177,1.999256,1.999256,1.999256,0.01979,0.051632,0.051632,0.051632,-0.03306,0.02916,0.02916,0.02916,-0.00586,0.001395,0.001395,0.001395,0.01686,0.05233,0.05233,0.05233,c1ccc(C2c3ccccc3-c3ccccc32)cc1,8,0.0,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1184,0.48873,0.399291,0.399291,0.399291,0.02773,0.050613,0.050613,0.050613,0.01898,0.043727,0.043727,0.043727,0.01898,0.043727,0.043727,0.043727,0.00157,1.999346,1.999346,1.999346,0.02221,0.045244,0.045244,0.045244,-0.03408,0.030102,0.030102,0.030102,0.00645,0.003034,0.003034,0.003034,0.02543,0.046761,0.046761,0.046761,c1ccc(C2c3ccccc3-c3ccccc32)cc1,9,0.0,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1185,0.53366,0.495737,0.475086,0.454435,-0.01583,0.049507,0.048917,0.048327,-0.00031,0.040901,0.040808,0.040715,-0.00031,0.040901,0.040808,0.040715,0.78662,1.65835,1.656828,1.655306,-0.0065,0.041761,0.041476,0.04119,-0.09171,0.064724,0.063795,0.062865,-0.01239,0.001721,0.001334,0.000948,-0.0127,0.042622,0.042143,0.041664,O=C1C[C@@H](c2ccccc2)Oc2ccccc21,2,0.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1186,0.62721,0.534535,0.534535,0.534535,-0.00442,0.027684,0.027684,0.027684,-0.00624,0.05844,0.05844,0.05844,-0.00624,0.05844,0.05844,0.05844,0.82598,1.592496,1.592496,1.592496,-0.00512,0.042438,0.042438,0.042438,0.11413,0.030067,0.030067,0.030067,0.00224,-0.032004,-0.032004,-0.032004,-0.004,0.026436,0.026436,0.026436,O=C1C[C@@H](c2ccccc2)Oc2ccccc21,3,100.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1187,0.52041,0.439375,0.439375,0.439375,0.01274,0.027501,0.027501,0.027501,0.01353,0.029677,0.029677,0.029677,0.01353,0.029677,0.029677,0.029677,0.00357,1.998501,1.998501,1.998501,0.01236,0.026931,0.026931,0.026931,-0.03484,0.039054,0.039054,0.039054,-0.00234,-0.005491,-0.005491,-0.005491,0.01119,0.024185,0.024185,0.024185,O=C1C[C@@H](c2ccccc2)Oc2ccccc21,5,0.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1188,0.42466,0.329202,0.329202,0.329202,0.02221,0.045976,0.045976,0.045976,0.02522,0.048192,0.048192,0.048192,0.02522,0.048192,0.048192,0.048192,0.00253,1.998939,1.998939,1.998939,0.02242,0.04426,0.04426,0.04426,-0.02784,0.037477,0.037477,0.037477,-0.00559,-0.007864,-0.007864,-0.007864,0.01963,0.040329,0.040329,0.040329,O=C1C[C@@H](c2ccccc2)Oc2ccccc21,6,0.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1189,0.41829,0.328183,0.328183,0.328183,0.03081,0.050844,0.050844,0.050844,0.02703,0.048748,0.048748,0.048748,0.02703,0.048748,0.048748,0.048748,0.00053,1.99978,1.99978,1.99978,0.02684,0.046507,0.046507,0.046507,-0.02825,0.037061,0.037061,0.037061,-0.00039,-0.004483,-0.004483,-0.004483,0.02664,0.044266,0.044266,0.044266,O=C1C[C@@H](c2ccccc2)Oc2ccccc21,7,0.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1190,0.46353,0.369083,0.369083,0.369083,0.02378,0.061854,0.061854,0.061854,0.02735,0.046926,0.046926,0.046926,0.02735,0.046926,0.046926,0.046926,0.00474,1.998009,1.998009,1.998009,0.02419,0.049936,0.049936,0.049936,-0.05433,0.053259,0.053259,0.053259,-0.00632,0.006021,0.006021,0.006021,0.02103,0.052946,0.052946,0.052946,O=C1C[C@@H](c2ccccc2)Oc2ccccc21,12,0.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1191,0.42098,0.329412,0.329412,0.329412,0.05646,0.07455,0.07455,0.07455,0.01821,0.053719,0.053719,0.053719,0.01821,0.053719,0.053719,0.053719,0.00715,1.996994,1.996994,1.996994,0.03237,0.058662,0.058662,0.058662,-0.02119,0.045579,0.045579,0.045579,0.02832,0.009887,0.009887,0.009887,0.04653,0.063606,0.063606,0.063606,O=C1C[C@@H](c2ccccc2)Oc2ccccc21,13,0.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1192,0.42111,0.328521,0.328521,0.328521,0.01978,0.066458,0.066458,0.066458,0.03879,0.057996,0.057996,0.057996,0.03879,0.057996,0.057996,0.057996,0.00657,1.997254,1.997254,1.997254,0.02873,0.057719,0.057719,0.057719,-0.03923,0.043155,0.043155,0.043155,-0.02012,-0.000555,-0.000555,-0.000555,0.01867,0.057441,0.057441,0.057441,O=C1C[C@@H](c2ccccc2)Oc2ccccc21,14,0.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1193,0.49712,0.412551,0.412551,0.412551,0.0353,0.056196,0.056196,0.056196,0.02031,0.043059,0.043059,0.043059,0.02031,0.043059,0.043059,0.043059,0.01228,1.994829,1.994829,1.994829,0.02503,0.045596,0.045596,0.045596,-0.019,0.06291,0.06291,0.06291,0.00943,0.005075,0.005075,0.005075,0.02974,0.048134,0.048134,0.048134,O=C1C[C@@H](c2ccccc2)Oc2ccccc21,15,0.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1194,0.56048,0.521687,0.489171,0.456654,-0.02219,0.061846,0.058526,0.055206,0.01899,0.048009,0.047108,0.046207,0.01899,0.048009,0.047108,0.046207,0.77694,1.651601,1.650584,1.649567,0.00263,0.047707,0.047023,0.046339,-0.10959,0.086672,0.077493,0.068314,-0.03274,0.003001,-0.000169,-0.003339,-0.01374,0.049208,0.046939,0.044669,O=C(CC(=O)c1ccccc1)c1ccccc1,2,100.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1195,0.51621,0.423372,0.423372,0.423372,0.02195,0.045066,0.045066,0.045066,0.01934,0.031959,0.031959,0.031959,0.01934,0.031959,0.031959,0.031959,0.00805,1.996612,1.996612,1.996612,0.01856,0.033814,0.033814,0.033814,-0.01333,0.063486,0.063486,0.063486,-0.00155,0.003709,0.003709,0.003709,0.01779,0.035668,0.035668,0.035668,O=C(CC(=O)c1ccccc1)c1ccccc1,6,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1196,0.42402,0.328731,0.328731,0.328731,0.02078,0.056525,0.056525,0.056525,0.02042,0.057702,0.057702,0.057702,0.02042,0.057702,0.057702,0.057702,0.00173,1.999278,1.999278,1.999278,0.01875,0.05219,0.05219,0.05219,-0.02466,0.042478,0.042478,0.042478,-0.00335,-0.011024,-0.011024,-0.011024,0.01707,0.046678,0.046678,0.046678,O=C(CC(=O)c1ccccc1)c1ccccc1,7,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1197,0.42001,0.32901,0.32901,0.32901,0.04346,0.06179,0.06179,0.06179,0.01936,0.053769,0.053769,0.053769,0.01936,0.053769,0.053769,0.053769,0.00048,1.999798,1.999798,1.999798,0.02625,0.051885,0.051885,0.051885,-0.02007,0.040383,0.040383,0.040383,0.01378,-0.003769,-0.003769,-0.003769,0.03314,0.05,0.05,0.05,O=C(CC(=O)c1ccccc1)c1ccccc1,8,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1198,0.27394,0.379956,0.327007,0.280563,-0.00895,0.025744,0.015607,0.00486,-0.00803,0.025918,0.017536,0.010898,-0.00803,0.025918,0.017536,0.010898,0.78315,1.705072,1.704567,1.704097,-0.00865,0.026273,0.016824,0.007912,-0.11515,0.060487,0.055416,0.052587,-0.00124,0.000991,-0.001423,-0.005971,-0.00927,0.026628,0.016113,0.004927,CCOC(=O)C1CCCN1C(=O)OCc1ccccc1,0,0.0,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1199,0.40627,0.444535,0.395613,0.346691,-0.01284,0.02716,0.019541,0.011922,-0.00814,0.028312,0.019332,0.010352,-0.00814,0.028312,0.019332,0.010352,0.8095,1.657706,1.652956,1.648207,-0.01075,0.028195,0.019775,0.011355,0.07857,0.060483,0.059929,0.059375,-0.00522,0.002007,0.000886,-0.000236,-0.01336,0.028077,0.020218,0.012359,CCOC(=O)C1CCCN1C(=O)OCc1ccccc1,1,0.0,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1200,0.65848,0.522654,0.522654,0.522654,-0.00161,0.025648,0.025648,0.025648,0.00016,0.04755,0.04755,0.04755,0.00016,0.04755,0.04755,0.04755,0.75641,1.628955,1.628955,1.628955,-0.00077,0.036859,0.036859,0.036859,0.0205,0.065585,0.065585,0.065585,-0.00185,-0.021384,-0.021384,-0.021384,-0.00169,0.026167,0.026167,0.026167,CCOC(=O)C1CCCN1C(=O)OCc1ccccc1,5,0.0,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1201,0.47124,0.441577,0.414089,0.386601,-0.00298,0.028383,0.022547,0.016711,-0.00923,0.032221,0.031559,0.030896,-0.00923,0.032221,0.031559,0.030896,0.72931,1.676566,1.674629,1.672693,-0.0061,0.030108,0.027366,0.024625,-0.05743,0.054681,0.051799,0.048917,0.00625,-0.001576,-0.008385,-0.015194,-0.00298,0.029319,0.023174,0.017028,CCOC(=O)C1CCCN1C(=O)OCc1ccccc1,6,0.0,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1202,0.44177,0.45938,0.402133,0.344886,-0.00681,0.028231,0.017412,0.006593,-0.00773,0.036147,0.028214,0.020281,-0.00773,0.036147,0.028214,0.020281,0.73608,1.685142,1.682976,1.680809,-0.00738,0.032609,0.023023,0.013437,-0.0647,0.06408,0.057817,0.051554,0.00069,-0.007075,-0.010382,-0.013689,-0.00703,0.029072,0.017832,0.006593,CCOC(=O)C1CCCN1C(=O)OCc1ccccc1,7,0.0,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1203,0.48179,0.440365,0.421569,0.402773,-0.01019,0.022227,0.020023,0.017818,-0.01561,0.060584,0.051182,0.04178,-0.01561,0.060584,0.051182,0.04178,0.77371,1.670276,1.669423,1.66857,-0.01303,0.041469,0.035688,0.029906,0.00514,0.073326,0.062348,0.051371,0.00516,-0.023748,-0.030989,-0.03823,-0.01045,0.022354,0.020193,0.018033,CCOC(=O)C1CCCN1C(=O)OCc1ccccc1,8,100.0,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1204,0.51986,0.481958,0.465765,0.449573,-0.00816,0.029686,0.027975,0.026263,-0.01192,0.031774,0.029731,0.027687,-0.01192,0.031774,0.029731,0.027687,0.80676,1.658765,1.654787,1.650809,-0.01015,0.029425,0.02932,0.029214,0.08051,0.063709,0.055954,0.048198,0.00353,0.003056,-0.000821,-0.004698,-0.00838,0.030742,0.028909,0.027076,CCOC(=O)C1CCCN1C(=O)OCc1ccccc1,13,0.0,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1205,0.48629,0.390217,0.390217,0.390217,0.02391,0.046817,0.046817,0.046817,0.01868,0.038421,0.038421,0.038421,0.01868,0.038421,0.038421,0.038421,0.00205,1.999139,1.999139,1.999139,0.02175,0.043496,0.043496,0.043496,-0.03405,0.03218,0.03218,0.03218,0.00613,0.010149,0.010149,0.010149,0.02482,0.04857,0.04857,0.04857,CCOC(=O)C1CCCN1C(=O)OCc1ccccc1,15,0.0,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1206,0.42116,0.328894,0.328894,0.328894,0.02561,0.054442,0.054442,0.054442,0.02533,0.046776,0.046776,0.046776,0.02533,0.046776,0.046776,0.046776,0.00109,1.999544,1.999544,1.999544,0.02591,0.051611,0.051611,0.051611,-0.02961,0.032457,0.032457,0.032457,0.00117,0.00967,0.00967,0.00967,0.0265,0.056446,0.056446,0.056446,CCOC(=O)C1CCCN1C(=O)OCc1ccccc1,16,0.0,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1207,0.41843,0.328713,0.328713,0.328713,0.04334,0.060166,0.060166,0.060166,0.03027,0.049367,0.049367,0.049367,0.03027,0.049367,0.049367,0.049367,0.0007,1.999706,1.999706,1.999706,0.03766,0.055893,0.055893,0.055893,-0.03011,0.032576,0.032576,0.032576,0.01478,0.013052,0.013052,0.013052,0.04505,0.062419,0.062419,0.062419,CCOC(=O)C1CCCN1C(=O)OCc1ccccc1,17,0.0,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1208,0.41857,0.328521,0.328521,0.328521,0.03407,0.055825,0.055825,0.055825,0.03846,0.053926,0.053926,0.053926,0.03846,0.053926,0.053926,0.053926,0.00211,1.999119,1.999119,1.999119,0.03692,0.05604,0.05604,0.05604,-0.03163,0.031625,0.031625,0.031625,-0.00308,0.004227,0.004227,0.004227,0.03538,0.058154,0.058154,0.058154,c1ccc(C2Cc3ccccc3CO2)cc1,0,0.0,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1209,0.42632,0.328958,0.328958,0.328958,0.02911,0.052897,0.052897,0.052897,0.02068,0.046495,0.046495,0.046495,0.02068,0.046495,0.046495,0.046495,0.0018,1.999245,1.999245,1.999245,0.02557,0.050845,0.050845,0.050845,-0.02895,0.033154,0.033154,0.033154,0.00979,0.0087,0.0087,0.0087,0.03047,0.055195,0.055195,0.055195,c1ccc(C2Cc3ccccc3CO2)cc1,1,0.0,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1210,0.52712,0.448652,0.448652,0.448652,0.02337,0.042581,0.042581,0.042581,0.01314,0.031636,0.031636,0.031636,0.01314,0.031636,0.031636,0.031636,0.0118,1.995045,1.995045,1.995045,0.01883,0.038091,0.038091,0.038091,-0.02945,0.049949,0.049949,0.049949,0.01139,0.012909,0.012909,0.012909,0.02453,0.044545,0.044545,0.044545,c1ccc(C2Cc3ccccc3CO2)cc1,2,0.0,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1211,0.62868,0.536788,0.536788,0.536788,-0.0058,0.025789,0.025789,0.025789,-0.00255,0.052971,0.052971,0.052971,-0.00255,0.052971,0.052971,0.052971,0.76887,1.629713,1.629713,1.629713,-0.00432,0.039641,0.039641,0.039641,0.11725,0.013496,0.013496,0.013496,-0.00356,-0.02666,-0.02666,-0.02666,-0.0061,0.026312,0.026312,0.026312,c1ccc(C2Cc3ccccc3CO2)cc1,4,0.0,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1212,0.54826,0.502295,0.486212,0.47013,-0.00859,0.026692,0.026403,0.026114,0.00409,0.041772,0.040092,0.038412,0.00409,0.041772,0.040092,0.038412,0.77305,1.66515,1.664419,1.663689,-0.00255,0.034324,0.033654,0.032984,-0.0655,0.051754,0.044963,0.038171,-0.01328,-0.010856,-0.012876,-0.014895,-0.00919,0.027556,0.027216,0.026877,c1ccc(C2Cc3ccccc3CO2)cc1,5,0.0,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1213,0.47564,0.37751,0.37751,0.37751,0.03148,0.049496,0.049496,0.049496,0.01997,0.041887,0.041887,0.041887,0.01997,0.041887,0.041887,0.041887,0.0005,1.99979,1.99979,1.99979,0.02648,0.046783,0.046783,0.046783,-0.03996,0.031109,0.031109,0.031109,0.01303,0.00979,0.00979,0.00979,0.033,0.051678,0.051678,0.051678,c1ccc(C2Cc3ccccc3CO2)cc1,7,0.0,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1214,0.41995,0.328643,0.328643,0.328643,0.03035,0.05518,0.05518,0.05518,0.02709,0.057346,0.057346,0.057346,0.02709,0.057346,0.057346,0.057346,0.00145,1.999394,1.999394,1.999394,0.02938,0.057374,0.057374,0.057374,-0.03292,0.032469,0.032469,0.032469,0.00457,5.7e-05,5.7e-05,5.7e-05,0.03166,0.057403,0.057403,0.057403,c1ccc(C2Cc3ccccc3CO2)cc1,8,0.0,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1215,0.42046,0.328643,0.328643,0.328643,0.02869,0.05529,0.05529,0.05529,0.02473,0.053151,0.053151,0.053151,0.02473,0.053151,0.053151,0.053151,0.00046,1.999809,1.999809,1.999809,0.02734,0.055376,0.055376,0.055376,-0.03256,0.032718,0.032718,0.032718,0.00522,0.004451,0.004451,0.004451,0.02995,0.057602,0.057602,0.057602,c1ccc(C2Cc3ccccc3CO2)cc1,9,0.0,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1216,0.47563,0.378255,0.378255,0.378255,0.03201,0.053102,0.053102,0.053102,0.01851,0.043983,0.043983,0.043983,0.01851,0.043983,0.043983,0.043983,0.001,1.999579,1.999579,1.999579,0.02605,0.049723,0.049723,0.049723,-0.04089,0.028327,0.028327,0.028327,0.01508,0.011479,0.011479,0.011479,0.03359,0.055462,0.055462,0.055462,c1ccc(C2Cc3ccccc3CO2)cc1,10,0.0,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1217,0.4547,0.405429,0.392157,0.378884,-0.01302,0.035063,0.034611,0.03416,-0.01477,0.068733,0.059393,0.050053,-0.01477,0.068733,0.059393,0.050053,0.81299,1.659478,1.652272,1.645066,-0.01414,0.051806,0.047468,0.043129,0.08341,0.052796,0.038377,0.023957,0.00125,-0.013846,-0.023849,-0.033852,-0.01351,0.036206,0.035543,0.03488,c1ccc(C2Cc3ccccc3CO2)cc1,12,100.0,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1218,0.4587,0.356987,0.356987,0.356987,0.03822,0.05892,0.05892,0.05892,0.02063,0.043707,0.043707,0.043707,0.02063,0.043707,0.043707,0.043707,0.00124,1.999483,1.999483,1.999483,0.02946,0.051358,0.051358,0.051358,-0.04827,0.060135,0.060135,0.060135,0.01765,0.015303,0.015303,0.015303,0.03829,0.05901,0.05901,0.05901,Fc1ccc(C2Cc3ccccc3CO2)cc1,2,0.0,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1219,0.52805,0.448909,0.448909,0.448909,0.03262,0.050231,0.050231,0.050231,0.01235,0.029571,0.029571,0.029571,0.01235,0.029571,0.029571,0.029571,0.01206,1.994925,1.994925,1.994925,0.02251,0.039942,0.039942,0.039942,-0.02879,0.064928,0.064928,0.064928,0.02032,0.020741,0.020741,0.020741,0.03267,0.050312,0.050312,0.050312,Fc1ccc(C2Cc3ccccc3CO2)cc1,3,0.0,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1220,0.62852,0.536724,0.536724,0.536724,-0.00605,0.026253,0.026253,0.026253,-0.00332,0.051414,0.051414,0.051414,-0.00332,0.051414,0.051414,0.051414,0.76946,1.629522,1.629522,1.629522,-0.00469,0.038842,0.038842,0.038842,0.11698,0.017946,0.017946,0.017946,-0.00273,-0.025143,-0.025143,-0.025143,-0.00606,0.026271,0.026271,0.026271,Fc1ccc(C2Cc3ccccc3CO2)cc1,5,0.0,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1221,0.54822,0.501928,0.486137,0.470346,-0.00879,0.025057,0.024859,0.024661,0.00264,0.040957,0.039535,0.038113,0.00264,0.040957,0.039535,0.038113,0.77289,1.665199,1.66449,1.663781,-0.00309,0.03282,0.032209,0.031597,-0.06681,0.052922,0.046371,0.039819,-0.01145,-0.013031,-0.014652,-0.016274,-0.00881,0.025082,0.024883,0.024683,Fc1ccc(C2Cc3ccccc3CO2)cc1,6,0.0,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
