,DOI,Catalyst,Solvent,Time (min),Temperature (ºC),rxn_ID,Reactant,Reactant_SMILES,Is Reactant Racemic,Product,Product_SMILES,Oxidation sites,Selectivity (%),Yield (%),Discard,Comments,Unnamed: 16,Unnamed: 17,Reactant_mapped,Product_mapped,Symmetry,Symmetry_groups,Group_idxes,Unique symmetry,Mapped_rxn,Mapped_reactivity,idx_to_rxn_map,idx_to_selectivity
92,10.1002/047084289X.rm267.pub3,TFDO,CH2Cl2/TFP,480,rt,94,"1-Octanol, 3,7-dimethyl-, 1-benzo",CC(C)CCCC(C)CCOC(=O)c1ccccc1,,"1,7-Octanediol, 3,7-dimethyl-, 1-benzoate",CC(CCCC(C)(C)O)CCOC(=O)c1ccccc1,,20.0,,,Equation 37,,,[CH3:1][CH:2]([CH2:3][CH2:4][CH2:5][CH:6]([CH3:7])[CH3:8])[CH2:10][CH2:11][O:9][C:13](=[O:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,[CH3:1][CH:2]([CH2:3][CH2:4][CH2:5][C:6]([CH3:7])([CH3:8])[OH:9])[CH2:10][CH2:11][O:12][C:13](=[O:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,True,"{0: 0, 1: 17, 2: 0, 3: 11, 4: 9, 5: 12, 6: 18, 7: 2, 8: 13, 9: 10, 11: 15, 13: 16, 14: 7, 15: 5, 16: 4, 17: 5, 18: 7}","{0: [0, 2], 17: [1], 11: [3], 9: [4], 12: [5], 18: [6], 2: [7], 13: [8], 10: [9], 15: [11], 16: [13], 7: [14, 18], 5: [15, 17], 4: [16]}","{0: 2, 1: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 11: 1, 13: 1, 14: 2, 15: 2, 16: 1}",[CH3:1][CH:2]([CH2:3][CH2:4][CH2:5][CH:6]([CH3:7])[CH3:8])[CH2:10][CH2:11][O:9][C:13](=[O:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1>>[CH3:1][CH:2]([CH2:3][CH2:4][CH2:5][C:6]([CH3:7])([CH3:8])[OH:9])[CH2:10][CH2:11][O:12][C:13](=[O:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,"{1: False, 2: False, 3: False, 4: False, 5: False, 6: True, 7: False, 8: False, 10: False, 11: False, 13: False, 15: False, 16: False, 17: False, 18: False, 19: False, 20: False}","{0: 7, 1: 6, 2: 8, 3: 5, 4: 4, 5: 3, 6: 2, 7: 1, 8: 10, 9: 11, 11: 13, 13: 15, 14: 16, 15: 17, 16: 18, 17: 19, 18: 20}","{0: 0.0, 1: 20.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 11: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0}"
93,10.1002/047084289X.rm267.pub3,TFDO,CH2Cl2/TFP,480,rt,94,"1-Octanol, 3,7-dimethyl-, 1-benzo",CC(C)CCCC(C)CCOC(=O)c1ccccc1,,"1,3-Octanediol, 3,7-dimethyl-, 1-benzoate",CC(C)CCCC(C)(O)CCOC(=O)c1ccccc1,,1.0,,,Equation 37,,,[CH3:1][CH:2]([CH3:3])[CH2:4][CH2:5][CH2:6][CH:7]([CH3:8])[CH2:10][CH2:11][O:12][C:13](=[O:9])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,[CH3:1][CH:2]([CH3:3])[CH2:4][CH2:5][CH2:6][C:7]([CH3:8])([OH:9])[CH2:10][CH2:11][O:12][C:13](=[O:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,True,"{0: 0, 1: 17, 2: 0, 3: 11, 4: 9, 5: 12, 6: 18, 7: 2, 8: 13, 9: 10, 11: 15, 13: 16, 14: 7, 15: 5, 16: 4, 17: 5, 18: 7}","{0: [0, 2], 17: [1], 11: [3], 9: [4], 12: [5], 18: [6], 2: [7], 13: [8], 10: [9], 15: [11], 16: [13], 7: [14, 18], 5: [15, 17], 4: [16]}","{0: 2, 1: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 11: 1, 13: 1, 14: 2, 15: 2, 16: 1}",[CH3:1][CH:2]([CH3:3])[CH2:4][CH2:5][CH2:6][CH:7]([CH3:8])[CH2:10][CH2:11][O:12][C:13](=[O:9])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1>>[CH3:1][CH:2]([CH3:3])[CH2:4][CH2:5][CH2:6][C:7]([CH3:8])([OH:9])[CH2:10][CH2:11][O:12][C:13](=[O:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,"{1: False, 2: False, 3: False, 4: False, 5: False, 6: False, 7: True, 8: False, 10: False, 11: False, 13: False, 15: False, 16: False, 17: False, 18: False, 19: False, 20: False}","{0: 1, 1: 2, 2: 3, 3: 4, 4: 5, 5: 6, 6: 7, 7: 8, 8: 10, 9: 11, 11: 13, 13: 15, 14: 16, 15: 17, 16: 18, 17: 19, 18: 20}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 1.0, 7: 0.0, 8: 0.0, 9: 0.0, 11: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0}"
94,10.1002/047084289X.rm267.pub3,TFDO,CH2Cl2/TFP,,,95,3β-Acetoxy-5α-cholestan-7-one,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC(=O)[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,,"Cholestan-7-one, 3-(acetyloxy)-25-hydroxy-",CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC(=O)[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]32)C1,,52.0,52.0,,,,,[CH3:1][C:2](=[O:3])[O:4][C@H:5]1[CH2:6][CH2:7][C@@:8]2([CH3:9])[C@@H:10]([CH2:11][C:12](=[O:13])[C@@H:14]3[C@@H:15]2[CH2:16][CH2:17][C@:18]2([CH3:19])[C@@H:20]([C@H:21]([CH3:22])[CH2:23][CH2:24][CH2:25][CH:26]([CH3:27])[CH3:28])[CH2:30][CH2:31][C@@H:32]32)[CH2:33]1,[CH3:1][C:2](=[O:3])[O:4][C@H:5]1[CH2:6][CH2:7][C@@:8]2([CH3:9])[C@@H:10]([CH2:11][C:12](=[O:13])[C@@H:14]3[C@@H:15]2[CH2:16][CH2:17][C@:18]2([CH3:19])[C@@H:20]([C@H:21]([CH3:22])[CH2:23][CH2:24][CH2:25][C:26]([CH3:27])([CH3:28])[OH:29])[CH2:30][CH2:31][C@@H:32]32)[CH2:33]1,True,"{0: 0, 1: 20, 4: 23, 5: 10, 6: 17, 7: 30, 8: 4, 9: 26, 10: 12, 11: 21, 13: 25, 14: 27, 15: 14, 16: 18, 17: 31, 18: 5, 19: 28, 20: 24, 21: 3, 22: 11, 23: 8, 24: 9, 25: 22, 26: 1, 27: 1, 28: 15, 29: 16, 30: 29, 31: 13}","{0: [0], 20: [1], 23: [4], 10: [5], 17: [6], 30: [7], 4: [8], 26: [9], 12: [10], 21: [11], 25: [13], 27: [14], 14: [15], 18: [16], 31: [17], 5: [18], 28: [19], 24: [20], 3: [21], 11: [22], 8: [23], 9: [24], 22: [25], 1: [26, 27], 15: [28], 16: [29], 29: [30], 13: [31]}","{0: 1, 1: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 2, 28: 1, 29: 1, 30: 1, 31: 1}",[CH3:1][C:2](=[O:3])[O:4][C@H:5]1[CH2:6][CH2:7][C@@:8]2([CH3:9])[C@@H:10]([CH2:11][C:12](=[O:13])[C@@H:14]3[C@@H:15]2[CH2:16][CH2:17][C@:18]2([CH3:19])[C@@H:20]([C@H:21]([CH3:22])[CH2:23][CH2:24][CH2:25][CH:26]([CH3:27])[CH3:28])[CH2:30][CH2:31][C@@H:32]32)[CH2:33]1>>[CH3:1][C:2](=[O:3])[O:4][C@H:5]1[CH2:6][CH2:7][C@@:8]2([CH3:9])[C@@H:10]([CH2:11][C:12](=[O:13])[C@@H:14]3[C@@H:15]2[CH2:16][CH2:17][C@:18]2([CH3:19])[C@@H:20]([C@H:21]([CH3:22])[CH2:23][CH2:24][CH2:25][C:26]([CH3:27])([CH3:28])[OH:29])[CH2:30][CH2:31][C@@H:32]32)[CH2:33]1,"{1: False, 2: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False, 11: False, 12: False, 14: False, 15: False, 16: False, 17: False, 18: False, 19: False, 20: False, 21: False, 22: False, 23: False, 24: False, 25: False, 26: True, 27: False, 28: False, 30: False, 31: False, 32: False, 33: False}","{0: 1, 1: 2, 4: 5, 5: 6, 6: 7, 7: 8, 8: 9, 9: 10, 10: 11, 11: 12, 13: 14, 14: 15, 15: 16, 16: 17, 17: 18, 18: 19, 19: 20, 20: 21, 21: 22, 22: 23, 23: 24, 24: 25, 25: 26, 26: 27, 27: 28, 28: 30, 29: 31, 30: 32, 31: 33}","{0: 0.0, 1: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0, 25: 52.0, 26: 0.0, 27: 0.0, 28: 0.0, 29: 0.0, 30: 0.0, 31: 0.0}"
95,10.1002/047084289X.rm267.pub3,TFDO,CH2Cl2/TFP,25,0,100,"Pentacyclo[4.2.0.02,5.03,8.04,7]octanol",OC12C3C4C5C3C1C5C42,,"Pentacyclo[4.2.0.02,5.03,8.04,7]octane-1,4-diol",OC12C3C4C1C1C2C3C41O,,95.0,95.0,,1.5 eq TFDO,,,[OH:1][C:2]12[CH:3]3[CH:4]4[CH:5]1[CH:6]1[CH:7]2[CH:8]3[CH:9]41,[OH:1][C:2]12[CH:3]3[CH:4]4[CH:5]1[CH:6]1[CH:7]2[CH:8]3[C:9]41[OH:10],True,"{1: 8, 2: 5, 3: 2, 4: 1, 5: 2, 6: 5, 7: 2, 8: 5}","{8: [1], 5: [2, 6, 8], 2: [3, 5, 7], 1: [4]}","{1: 1, 2: 3, 3: 3, 4: 1}",[OH:1][C:2]12[CH:3]3[CH:4]4[CH:5]1[CH:6]1[CH:7]2[CH:8]3[CH:9]41>>[OH:1][C:2]12[CH:3]3[CH:4]4[CH:5]1[CH:6]1[CH:7]2[CH:8]3[C:9]41[OH:10],"{2: False, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: True}","{1: 2, 2: 5, 3: 4, 4: 9, 5: 6, 6: 7, 7: 8, 8: 3}","{1: 0.0, 2: 0.0, 3: 0.0, 4: 95.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0}"
96,10.1002/chem.201805657,TFDO,CH2Cl2/TFP,1.33,25,102,1-Bromoadamantane,BrC12CC3CC(CC(C3)C1)C2,FALSE,"3-Bromotricyclo[3.3.1.13,7]decan-1-ol",OC12CC3CC(C1)CC(Br)(C3)C2,,63.0,63.0,,Scheme 2,,,[CH:2]12[CH2:3][CH:4]3[CH2:5][CH:6]([CH2:7]1)[CH2:8][C:9]([Br:10])([CH2:11]3)[CH2:12]2,[OH:1][C:2]12[CH2:3][CH:4]3[CH2:5][CH:6]([CH2:7]1)[CH2:8][C:9]([Br:10])([CH2:11]3)[CH2:12]2,True,"{1: 10, 2: 4, 3: 7, 4: 1, 5: 7, 6: 1, 7: 7, 8: 1, 9: 4, 10: 4}","{10: [1], 4: [2, 9, 10], 7: [3, 5, 7], 1: [4, 6, 8]}","{1: 1, 2: 3, 3: 3, 4: 3}",[CH:2]12[CH2:3][CH:4]3[CH2:5][CH:6]([CH2:7]1)[CH2:8][C:9]([Br:10])([CH2:11]3)[CH2:12]2>>[OH:1][C:2]12[CH2:3][CH:4]3[CH2:5][CH:6]([CH2:7]1)[CH2:8][C:9]([Br:10])([CH2:11]3)[CH2:12]2,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False, 11: False, 12: False}","{1: 9, 2: 11, 3: 4, 4: 3, 5: 2, 6: 7, 7: 6, 8: 5, 9: 8, 10: 12}","{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 63.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0}"
97,10.1002/chem.201805657,TFDO,CH2Cl2/TFP,1.33,25,103,1-Cyanoadamantane,N#CC12CC3CC(CC(C3)C1)C2,FALSE,"3-Hydroxytricyclo[3.3.1.13,7]decane-1-carbonitrile",N#CC12CC3CC(CC(O)(C3)C1)C2,,54.0,54.0,,Scheme 2,,,[N:1]#[C:2][C:3]12[CH2:4][CH:5]3[CH2:6][CH:7]([CH2:8][CH:9]([CH2:11]3)[CH2:12]1)[CH2:13]2,[N:1]#[C:2][C:3]12[CH2:4][CH:5]3[CH2:6][CH:7]([CH2:8][C:9]([OH:10])([CH2:11]3)[CH2:12]1)[CH2:13]2,True,"{1: 1, 2: 11, 3: 5, 4: 8, 5: 2, 6: 8, 7: 2, 8: 8, 9: 2, 10: 5, 11: 5}","{1: [1], 11: [2], 5: [3, 10, 11], 8: [4, 6, 8], 2: [5, 7, 9]}","{1: 1, 2: 1, 3: 3, 4: 3, 5: 3}",[N:1]#[C:2][C:3]12[CH2:4][CH:5]3[CH2:6][CH:7]([CH2:8][CH:9]([CH2:11]3)[CH2:12]1)[CH2:13]2>>[N:1]#[C:2][C:3]12[CH2:4][CH:5]3[CH2:6][CH:7]([CH2:8][C:9]([OH:10])([CH2:11]3)[CH2:12]1)[CH2:13]2,"{2: False, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: True, 11: False, 12: False, 13: False}","{1: 2, 2: 3, 3: 13, 4: 7, 5: 6, 6: 5, 7: 11, 8: 9, 9: 8, 10: 12, 11: 4}","{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 54.0, 9: 0.0, 10: 0.0, 11: 0.0}"
98,10.1002/chem.201805657,TFDO,CH2Cl2/TFP,1.33,25,104,1-adamantol,OC12CC3CC(CC(C3)C1)C2,FALSE,"1,3-Adamantanediol",OC12CC3CC(C1)CC(O)(C3)C2,,29.0,29.0,,Scheme 2,,,[OH:1][C:2]12[CH2:3][CH:4]3[CH2:5][CH:6]([CH2:7]1)[CH2:8][CH:9]([CH2:11]3)[CH2:12]2,[OH:1][C:2]12[CH2:3][CH:4]3[CH2:5][CH:6]([CH2:7]1)[CH2:8][C:9]([OH:10])([CH2:11]3)[CH2:12]2,True,"{1: 10, 2: 4, 3: 7, 4: 1, 5: 7, 6: 1, 7: 7, 8: 1, 9: 4, 10: 4}","{10: [1], 4: [2, 9, 10], 7: [3, 5, 7], 1: [4, 6, 8]}","{1: 1, 2: 3, 3: 3, 4: 3}",[OH:1][C:2]12[CH2:3][CH:4]3[CH2:5][CH:6]([CH2:7]1)[CH2:8][CH:9]([CH2:11]3)[CH2:12]2>>[OH:1][C:2]12[CH2:3][CH:4]3[CH2:5][CH:6]([CH2:7]1)[CH2:8][C:9]([OH:10])([CH2:11]3)[CH2:12]2,"{2: False, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: True, 11: False, 12: False}","{1: 2, 2: 7, 3: 6, 4: 5, 5: 4, 6: 11, 7: 9, 8: 8, 9: 12, 10: 3}","{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 29.0, 8: 0.0, 9: 0.0, 10: 0.0}"
99,10.1002/chem.201805657,TFDO,CH2Cl2/TFP,1.33,25,106,"1,1-Dimethylethyl N-tricyclo[3.3.1.13,7]dec-1-ylcarbamate",CC(C)(C)OC(=O)NC12CC3CC(CC(C3)C1)C2,FALSE,"1,1-Dimethylethyl N-(3-hydroxytricyclo[3.3.1.13,7]dec-1-yl)carbamate",CC(C)(C)OC(=O)NC12CC3CC(CC(O)(C3)C1)C2,,64.0,64.0,,Scheme 2,,,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C:9]12[CH2:10][CH:11]3[CH2:12][CH:13]([CH2:14][CH:15]([CH2:17]3)[CH2:18]1)[CH2:19]2,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C:9]12[CH2:10][CH:11]3[CH2:12][CH:13]([CH2:14][C:15]([OH:16])([CH2:17]3)[CH2:18]1)[CH2:19]2,True,"{0: 0, 1: 17, 2: 0, 3: 0, 5: 12, 8: 16, 9: 7, 10: 13, 11: 4, 12: 13, 13: 4, 14: 13, 15: 4, 16: 7, 17: 7}","{0: [0, 2, 3], 17: [1], 12: [5], 16: [8], 7: [9, 16, 17], 13: [10, 12, 14], 4: [11, 13, 15]}","{0: 3, 1: 1, 5: 1, 8: 1, 9: 3, 10: 3, 11: 3}",[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C:9]12[CH2:10][CH:11]3[CH2:12][CH:13]([CH2:14][CH:15]([CH2:17]3)[CH2:18]1)[CH2:19]2>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C:9]12[CH2:10][CH:11]3[CH2:12][CH:13]([CH2:14][C:15]([OH:16])([CH2:17]3)[CH2:18]1)[CH2:19]2,"{1: False, 2: False, 3: False, 4: False, 6: False, 9: False, 10: False, 11: False, 12: False, 13: False, 14: False, 15: True, 17: False, 18: False, 19: False}","{0: 1, 1: 2, 2: 3, 3: 4, 5: 6, 8: 9, 9: 19, 10: 13, 11: 12, 12: 11, 13: 17, 14: 15, 15: 14, 16: 18, 17: 10}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 5: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 64.0, 15: 0.0, 16: 0.0, 17: 0.0}"
100,10.1002/chem.201805657,TFDO,CH2Cl2/TFP,1.33,25,108,trans-Hydrindan,C1CC[C@@H]2CCC[C@H]2C1,FALSE,"rel-(3aR,7aR)-Octahydro-3aH-inden-3a-ol",OC12CCCCC1CCC2,,98.0,98.0,,Scheme 2,,,[C@H:2]12[CH2:3][CH2:4][CH2:5][CH2:6][C@@H:7]1[CH2:8][CH2:9][CH2:10]2,[OH:1][C:2]12[CH2:3][CH2:4][CH2:5][CH2:6][CH:7]1[CH2:8][CH2:9][CH2:10]2,True,"{0: 0, 1: 0, 2: 3, 3: 7, 4: 5, 5: 2, 6: 5, 7: 7, 8: 3}","{0: [0, 1], 3: [2, 8], 7: [3, 7], 5: [4, 6], 2: [5]}","{0: 2, 2: 2, 3: 2, 4: 2, 5: 1}",[C@H:2]12[CH2:3][CH2:4][CH2:5][CH2:6][C@@H:7]1[CH2:8][CH2:9][CH2:10]2>>[OH:1][C:2]12[CH2:3][CH2:4][CH2:5][CH2:6][CH:7]1[CH2:8][CH2:9][CH2:10]2,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False}","{0: 4, 1: 5, 2: 6, 3: 7, 4: 8, 5: 9, 6: 10, 7: 2, 8: 3}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 98.0, 8: 0.0}"
101,10.1002/chem.201805657,TFDO,CH2Cl2/TFP,1.33,25,109,"3,7-Dimethyloctyl acetate",CC(=O)OCCC(C)CCCC(C)C,TRUE,"1,7-Octanediol, 3,7-dimethyl-, 1-acetate",CC(=O)OCCC(C)CCCC(C)(C)O,,91.0,68.0,,Scheme 2,,,[CH3:1][C:2](=[O:3])[O:4][CH2:5][CH2:6][CH:7]([CH3:8])[CH2:9][CH2:10][CH2:11][CH:12]([CH3:13])[CH3:14],[CH3:1][C:2](=[O:3])[O:4][CH2:5][CH2:6][CH:7]([CH3:8])[CH2:9][CH2:10][CH2:11][C:12]([CH3:13])([CH3:14])[OH:15],True,"{0: 0, 1: 11, 4: 6, 5: 9, 6: 13, 7: 3, 8: 8, 9: 5, 10: 7, 11: 12, 12: 1, 13: 1}","{0: [0], 11: [1], 6: [4], 9: [5], 13: [6], 3: [7], 8: [8], 5: [9], 7: [10], 12: [11], 1: [12, 13]}","{0: 1, 1: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 2}",[CH3:1][C:2](=[O:3])[O:4][CH2:5][CH2:6][CH:7]([CH3:8])[CH2:9][CH2:10][CH2:11][CH:12]([CH3:13])[CH3:14]>>[CH3:1][C:2](=[O:3])[O:4][CH2:5][CH2:6][CH:7]([CH3:8])[CH2:9][CH2:10][CH2:11][C:12]([CH3:13])([CH3:14])[OH:15],"{1: False, 2: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False, 11: False, 12: True, 13: False, 14: False}","{0: 1, 1: 2, 4: 5, 5: 6, 6: 7, 7: 8, 8: 9, 9: 10, 10: 11, 11: 12, 12: 13, 13: 14}","{0: 0.0, 1: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 91.0, 12: 0.0, 13: 0.0}"
102,10.1002/chem.201805657,TFDO,CH2Cl2/TFP,1.33,25,109,"3,7-Dimethyloctyl acetate",CC(=O)OCCC(C)CCCC(C)C,TRUE,"1,3-Octanediol, 3,7-dimethyl-, 1-acetate",CC(=O)OCCC(C)(O)CCCC(C)C,,9.0,7.0,,Scheme 2,,,[CH3:1][C:2](=[O:3])[O:4][CH2:5][CH2:6][CH:7]([CH3:8])[CH2:10][CH2:11][CH2:12][CH:13]([CH3:14])[CH3:15],[CH3:1][C:2](=[O:3])[O:4][CH2:5][CH2:6][C:7]([CH3:8])([OH:9])[CH2:10][CH2:11][CH2:12][CH:13]([CH3:14])[CH3:15],True,"{0: 0, 1: 11, 4: 6, 5: 9, 6: 13, 7: 3, 8: 8, 9: 5, 10: 7, 11: 12, 12: 1, 13: 1}","{0: [0], 11: [1], 6: [4], 9: [5], 13: [6], 3: [7], 8: [8], 5: [9], 7: [10], 12: [11], 1: [12, 13]}","{0: 1, 1: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 2}",[CH3:1][C:2](=[O:3])[O:4][CH2:5][CH2:6][CH:7]([CH3:8])[CH2:10][CH2:11][CH2:12][CH:13]([CH3:14])[CH3:15]>>[CH3:1][C:2](=[O:3])[O:4][CH2:5][CH2:6][C:7]([CH3:8])([OH:9])[CH2:10][CH2:11][CH2:12][CH:13]([CH3:14])[CH3:15],"{1: False, 2: False, 5: False, 6: False, 7: True, 8: False, 10: False, 11: False, 12: False, 13: False, 14: False, 15: False}","{0: 1, 1: 2, 4: 5, 5: 6, 6: 7, 7: 8, 8: 10, 9: 11, 10: 12, 11: 13, 12: 14, 13: 15}","{0: 0.0, 1: 0.0, 4: 0.0, 5: 0.0, 6: 9.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0}"
103,10.1002/chem.201805657,TFDO,CH2Cl2/TFP,1.33,25,110,Isoamyl benzoate,CC(C)CCOC(=O)c1ccccc1,FALSE,"1,3-Butanediol, 3-methyl-, 1-benzoate",CC(C)(O)CCOC(=O)c1ccccc1,,21.0,21.0,,Scheme 2,,,[CH3:1][CH:2]([CH3:3])[CH2:5][CH2:6][O:4][C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([OH:4])[CH2:5][CH2:6][O:7][C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,True,"{0: 0, 1: 13, 2: 0, 3: 9, 4: 8, 6: 11, 8: 12, 9: 6, 10: 4, 11: 3, 12: 4, 13: 6}","{0: [0, 2], 13: [1], 9: [3], 8: [4], 11: [6], 12: [8], 6: [9, 13], 4: [10, 12], 3: [11]}","{0: 2, 1: 1, 3: 1, 4: 1, 6: 1, 8: 1, 9: 2, 10: 2, 11: 1}",[CH3:1][CH:2]([CH3:3])[CH2:5][CH2:6][O:4][C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([OH:4])[CH2:5][CH2:6][O:7][C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,"{1: False, 2: True, 3: False, 5: False, 6: False, 8: False, 10: False, 11: False, 12: False, 13: False, 14: False, 15: False}","{0: 1, 1: 2, 2: 3, 3: 5, 4: 6, 6: 8, 8: 10, 9: 11, 10: 12, 11: 13, 12: 14, 13: 15}","{0: 0.0, 1: 21.0, 2: 0.0, 3: 0.0, 4: 0.0, 6: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0}"
